full_name,self_assessment,performance_rating,goals_for_next_year
name_2288,10,Needs Improvement,Feedback 2288
name_2289,15,Good,Feedback 2289
name_2290,12,Needs Improvement,Feedback 2290
name_2291,98,Needs Improvement,Feedback 2291
name_2292,24,Needs Improvement,Feedback 2292
name_2293,33,Good,Feedback 2293
name_2294,67,Excellent,Feedback 2294
name_2295,39,Excellent,Feedback 2295
name_2296,70,Needs Improvement,Feedback 2296
name_2297,2,Excellent,Feedback 2297
name_2298,78,Needs Improvement,Feedback 2298
name_2299,91,Needs Improvement,Feedback 2299
name_2300,34,Needs Improvement,Feedback 2300
name_2301,72,Needs Improvement,Feedback 2301
name_2302,8,Excellent,Feedback 2302
name_2303,83,Good,Feedback 2303
name_2304,23,Needs Improvement,Feedback 2304
name_2305,61,Good,Feedback 2305
name_2306,2,Needs Improvement,Feedback 2306
name_2307,46,Good,Feedback 2307
name_2308,38,Excellent,Feedback 2308
name_2309,38,Good,Feedback 2309
name_2310,94,Excellent,Feedback 2310
name_2311,96,Good,Feedback 2311
name_2312,15,Excellent,Feedback 2312
name_2313,91,Needs Improvement,Feedback 2313
name_2314,72,Good,Feedback 2314
name_2315,91,Needs Improvement,Feedback 2315
name_2316,39,Needs Improvement,Feedback 2316
name_2317,69,Good,Feedback 2317
name_2318,7,Excellent,Feedback 2318
name_2319,33,Needs Improvement,Feedback 2319
name_2320,18,Excellent,Feedback 2320
name_2321,20,Needs Improvement,Feedback 2321
name_2322,51,Excellent,Feedback 2322
name_2323,57,Good,Feedback 2323
name_2324,96,Excellent,Feedback 2324
name_2325,91,Good,Feedback 2325
name_2326,93,Good,Feedback 2326
name_2327,89,Excellent,Feedback 2327
name_2328,39,Needs Improvement,Feedback 2328
name_2329,61,Excellent,Feedback 2329
name_2330,25,Needs Improvement,Feedback 2330
name_2331,41,Excellent,Feedback 2331
name_2332,27,Excellent,Feedback 2332
name_2333,75,Needs Improvement,Feedback 2333
name_2334,2,Excellent,Feedback 2334
name_2335,4,Excellent,Feedback 2335
name_2336,54,Excellent,Feedback 2336
name_2337,64,Good,Feedback 2337
name_2338,26,Needs Improvement,Feedback 2338
name_2339,41,Excellent,Feedback 2339
name_2340,25,Needs Improvement,Feedback 2340
name_2341,60,Excellent,Feedback 2341
name_2342,84,Needs Improvement,Feedback 2342
name_2343,69,Good,Feedback 2343
name_2344,28,Excellent,Feedback 2344
name_2345,51,Excellent,Feedback 2345
name_2346,70,Needs Improvement,Feedback 2346
name_2347,7,Needs Improvement,Feedback 2347
name_2348,29,Excellent,Feedback 2348
name_2349,58,Excellent,Feedback 2349
name_2350,64,Excellent,Feedback 2350
name_2351,44,Good,Feedback 2351
name_2352,59,Needs Improvement,Feedback 2352
name_2353,76,Good,Feedback 2353
name_2354,57,Good,Feedback 2354
name_2355,97,Excellent,Feedback 2355
name_2356,46,Excellent,Feedback 2356
name_2357,13,Good,Feedback 2357
name_2358,74,Needs Improvement,Feedback 2358
name_2359,21,Good,Feedback 2359
name_2360,67,Good,Feedback 2360
name_2361,15,Excellent,Feedback 2361
name_2362,30,Excellent,Feedback 2362
name_2363,33,Needs Improvement,Feedback 2363
name_2364,1,Needs Improvement,Feedback 2364
name_2365,62,Good,Feedback 2365
name_2366,37,Good,Feedback 2366
name_2367,60,Good,Feedback 2367
name_2368,88,Good,Feedback 2368
name_2369,45,Good,Feedback 2369
name_2370,29,Excellent,Feedback 2370
name_2371,94,Excellent,Feedback 2371
name_2372,84,Needs Improvement,Feedback 2372
name_2373,70,Good,Feedback 2373
name_2374,33,Excellent,Feedback 2374
name_2375,2,Excellent,Feedback 2375
name_2376,37,Needs Improvement,Feedback 2376
name_2377,10,Good,Feedback 2377
name_2378,70,Needs Improvement,Feedback 2378
name_2379,61,Needs Improvement,Feedback 2379
name_2380,31,Good,Feedback 2380
name_2381,25,Needs Improvement,Feedback 2381
name_2382,53,Needs Improvement,Feedback 2382
name_2383,53,Needs Improvement,Feedback 2383
name_2384,42,Needs Improvement,Feedback 2384
name_2385,76,Excellent,Feedback 2385
name_2386,58,Needs Improvement,Feedback 2386
name_2387,43,Excellent,Feedback 2387
name_2388,27,Needs Improvement,Feedback 2388
name_2389,47,Excellent,Feedback 2389
name_2390,60,Excellent,Feedback 2390
name_2391,59,Excellent,Feedback 2391
name_2392,92,Good,Feedback 2392
name_2393,17,Needs Improvement,Feedback 2393
name_2394,1,Needs Improvement,Feedback 2394
name_2395,65,Needs Improvement,Feedback 2395
name_2396,72,Needs Improvement,Feedback 2396
name_2397,62,Good,Feedback 2397
name_2398,99,Excellent,Feedback 2398
name_2399,2,Needs Improvement,Feedback 2399
name_2400,43,Good,Feedback 2400
name_2401,66,Needs Improvement,Feedback 2401
name_2402,15,Excellent,Feedback 2402
name_2403,46,Needs Improvement,Feedback 2403
name_2404,70,Good,Feedback 2404
name_2405,19,Needs Improvement,Feedback 2405
name_2406,42,Good,Feedback 2406
name_2407,85,Needs Improvement,Feedback 2407
name_2408,76,Good,Feedback 2408
name_2409,85,Good,Feedback 2409
name_2410,2,Excellent,Feedback 2410
name_2411,43,Good,Feedback 2411
name_2412,17,Excellent,Feedback 2412
name_2413,69,Good,Feedback 2413
name_2414,4,Good,Feedback 2414
name_2415,83,Excellent,Feedback 2415
name_2416,38,Good,Feedback 2416
name_2417,25,Needs Improvement,Feedback 2417
name_2418,61,Excellent,Feedback 2418
name_2419,61,Needs Improvement,Feedback 2419
name_2420,49,Excellent,Feedback 2420
name_2421,100,Needs Improvement,Feedback 2421
name_2422,37,Excellent,Feedback 2422
name_2423,72,Good,Feedback 2423
name_2424,19,Needs Improvement,Feedback 2424
name_2425,4,Needs Improvement,Feedback 2425
name_2426,45,Excellent,Feedback 2426
name_2427,38,Excellent,Feedback 2427
name_2428,100,Good,Feedback 2428
name_2429,3,Needs Improvement,Feedback 2429
name_2430,54,Needs Improvement,Feedback 2430
name_2431,83,Excellent,Feedback 2431
name_2432,43,Needs Improvement,Feedback 2432
name_2433,22,Excellent,Feedback 2433
name_2434,70,Excellent,Feedback 2434
name_2435,13,Excellent,Feedback 2435
name_2436,88,Good,Feedback 2436
name_2437,44,Good,Feedback 2437
name_2438,19,Excellent,Feedback 2438
name_2439,56,Excellent,Feedback 2439
name_2440,63,Good,Feedback 2440
name_2441,32,Good,Feedback 2441
name_2442,79,Needs Improvement,Feedback 2442
name_2443,16,Needs Improvement,Feedback 2443
name_2444,89,Excellent,Feedback 2444
name_2445,87,Needs Improvement,Feedback 2445
name_2446,82,Excellent,Feedback 2446
name_2447,89,Needs Improvement,Feedback 2447
name_2448,38,Good,Feedback 2448
name_2449,68,Needs Improvement,Feedback 2449
name_2450,71,Excellent,Feedback 2450
name_2451,27,Needs Improvement,Feedback 2451
name_2452,35,Excellent,Feedback 2452
name_2453,77,Good,Feedback 2453
name_2454,48,Excellent,Feedback 2454
name_2455,61,Excellent,Feedback 2455
name_2456,37,Needs Improvement,Feedback 2456
name_2457,96,Needs Improvement,Feedback 2457
name_2458,66,Needs Improvement,Feedback 2458
name_2459,74,Needs Improvement,Feedback 2459
name_2460,29,Needs Improvement,Feedback 2460
name_2461,80,Good,Feedback 2461
name_2462,54,Needs Improvement,Feedback 2462
name_2463,66,Good,Feedback 2463
name_2464,68,Needs Improvement,Feedback 2464
name_2465,28,Needs Improvement,Feedback 2465
name_2466,52,Excellent,Feedback 2466
name_2467,1,Good,Feedback 2467
name_2468,55,Needs Improvement,Feedback 2468
name_2469,84,Needs Improvement,Feedback 2469
name_2470,31,Excellent,Feedback 2470
name_2471,79,Excellent,Feedback 2471
name_2472,45,Good,Feedback 2472
name_2473,27,Excellent,Feedback 2473
name_2474,46,Needs Improvement,Feedback 2474
name_2475,82,Good,Feedback 2475
name_2476,50,Needs Improvement,Feedback 2476
name_2477,67,Good,Feedback 2477
name_2478,59,Good,Feedback 2478
name_2479,41,Good,Feedback 2479
name_2480,8,Needs Improvement,Feedback 2480
name_2481,56,Needs Improvement,Feedback 2481
name_2482,48,Needs Improvement,Feedback 2482
name_2483,36,Excellent,Feedback 2483
name_2484,92,Excellent,Feedback 2484
name_2485,81,Excellent,Feedback 2485
name_2486,77,Needs Improvement,Feedback 2486
name_2487,20,Excellent,Feedback 2487
name_2488,2,Excellent,Feedback 2488
name_2489,43,Good,Feedback 2489
name_2490,78,Needs Improvement,Feedback 2490
name_2491,69,Good,Feedback 2491
name_2492,60,Good,Feedback 2492
name_2493,36,Good,Feedback 2493
name_2494,37,Good,Feedback 2494
name_2495,78,Needs Improvement,Feedback 2495
name_2496,89,Good,Feedback 2496
name_2497,60,Good,Feedback 2497
name_2498,46,Needs Improvement,Feedback 2498
name_2499,78,Good,Feedback 2499
name_2500,33,Excellent,Feedback 2500
name_2501,38,Needs Improvement,Feedback 2501
name_2502,75,Needs Improvement,Feedback 2502
name_2503,92,Good,Feedback 2503
name_2504,81,Needs Improvement,Feedback 2504
name_2505,63,Good,Feedback 2505
name_2506,17,Good,Feedback 2506
name_2507,5,Needs Improvement,Feedback 2507
name_2508,48,Excellent,Feedback 2508
name_2509,7,Good,Feedback 2509
name_2510,97,Needs Improvement,Feedback 2510
name_2511,88,Needs Improvement,Feedback 2511
name_2512,95,Excellent,Feedback 2512
name_2513,94,Needs Improvement,Feedback 2513
name_2514,47,Excellent,Feedback 2514
name_2515,4,Excellent,Feedback 2515
name_2516,97,Excellent,Feedback 2516
name_2517,4,Good,Feedback 2517
name_2518,76,Excellent,Feedback 2518
name_2519,62,Excellent,Feedback 2519
name_2520,95,Excellent,Feedback 2520
name_2521,80,Needs Improvement,Feedback 2521
name_2522,76,Good,Feedback 2522
name_2523,55,Needs Improvement,Feedback 2523
name_2524,37,Good,Feedback 2524
name_2525,13,Needs Improvement,Feedback 2525
name_2526,61,Good,Feedback 2526
name_2527,15,Excellent,Feedback 2527
name_2528,39,Needs Improvement,Feedback 2528
name_2529,29,Excellent,Feedback 2529
name_2530,86,Excellent,Feedback 2530
name_2531,63,Good,Feedback 2531
name_2532,91,Good,Feedback 2532
name_2533,22,Good,Feedback 2533
name_2534,89,Needs Improvement,Feedback 2534
name_2535,96,Excellent,Feedback 2535
name_2536,65,Good,Feedback 2536
name_2537,82,Excellent,Feedback 2537
name_2538,74,Needs Improvement,Feedback 2538
name_2539,12,Needs Improvement,Feedback 2539
name_2540,12,Good,Feedback 2540
name_2541,2,Needs Improvement,Feedback 2541
name_2542,54,Excellent,Feedback 2542
name_2543,87,Good,Feedback 2543
name_2544,22,Excellent,Feedback 2544
name_2545,59,Excellent,Feedback 2545
name_2546,33,Needs Improvement,Feedback 2546
name_2547,40,Excellent,Feedback 2547
name_2548,1,Excellent,Feedback 2548
name_2549,34,Excellent,Feedback 2549
name_2550,53,Excellent,Feedback 2550
name_2551,24,Good,Feedback 2551
name_2552,74,Excellent,Feedback 2552
name_2553,77,Good,Feedback 2553
name_2554,94,Excellent,Feedback 2554
name_2555,7,Needs Improvement,Feedback 2555
name_2556,45,Needs Improvement,Feedback 2556
name_2557,85,Good,Feedback 2557
name_2558,40,Good,Feedback 2558
name_2559,5,Good,Feedback 2559
name_2560,54,Good,Feedback 2560
name_2561,78,Needs Improvement,Feedback 2561
name_2562,66,Excellent,Feedback 2562
name_2563,45,Good,Feedback 2563
name_2564,2,Good,Feedback 2564
name_2565,83,Good,Feedback 2565
name_2566,98,Good,Feedback 2566
name_2567,49,Excellent,Feedback 2567
name_2568,4,Needs Improvement,Feedback 2568
name_2569,76,Excellent,Feedback 2569
name_2570,98,Needs Improvement,Feedback 2570
name_2571,29,Needs Improvement,Feedback 2571
name_2572,6,Good,Feedback 2572
name_2573,83,Needs Improvement,Feedback 2573
name_2574,71,Needs Improvement,Feedback 2574
name_2575,67,Needs Improvement,Feedback 2575
name_2576,83,Excellent,Feedback 2576
name_2577,100,Good,Feedback 2577
name_2578,50,Excellent,Feedback 2578
name_2579,98,Excellent,Feedback 2579
name_2580,30,Needs Improvement,Feedback 2580
name_2581,97,Good,Feedback 2581
name_2582,53,Good,Feedback 2582
name_2583,59,Good,Feedback 2583
name_2584,36,Needs Improvement,Feedback 2584
name_2585,92,Excellent,Feedback 2585
name_2586,29,Excellent,Feedback 2586
name_2587,16,Good,Feedback 2587
name_2588,63,Good,Feedback 2588
name_2589,72,Good,Feedback 2589
name_2590,11,Needs Improvement,Feedback 2590
name_2591,63,Needs Improvement,Feedback 2591
name_2592,50,Needs Improvement,Feedback 2592
name_2593,100,Excellent,Feedback 2593
name_2594,87,Needs Improvement,Feedback 2594
name_2595,93,Good,Feedback 2595
name_2596,46,Excellent,Feedback 2596
name_2597,87,Excellent,Feedback 2597
name_2598,60,Needs Improvement,Feedback 2598
name_2599,11,Needs Improvement,Feedback 2599
name_2600,87,Excellent,Feedback 2600
name_2601,56,Good,Feedback 2601
name_2602,46,Good,Feedback 2602
name_2603,72,Needs Improvement,Feedback 2603
name_2604,97,Excellent,Feedback 2604
name_2605,43,Needs Improvement,Feedback 2605
name_2606,81,Excellent,Feedback 2606
name_2607,70,Needs Improvement,Feedback 2607
name_2608,14,Needs Improvement,Feedback 2608
name_2609,36,Excellent,Feedback 2609
name_2610,82,Excellent,Feedback 2610
name_2611,26,Needs Improvement,Feedback 2611
name_2612,76,Excellent,Feedback 2612
name_2613,74,Needs Improvement,Feedback 2613
name_2614,20,Good,Feedback 2614
name_2615,99,Excellent,Feedback 2615
name_2616,88,Needs Improvement,Feedback 2616
name_2617,18,Good,Feedback 2617
name_2618,22,Needs Improvement,Feedback 2618
name_2619,31,Excellent,Feedback 2619
name_2620,82,Needs Improvement,Feedback 2620
name_2621,5,Good,Feedback 2621
name_2622,62,Excellent,Feedback 2622
name_2623,27,Excellent,Feedback 2623
name_2624,73,Good,Feedback 2624
name_2625,94,Excellent,Feedback 2625
name_2626,55,Needs Improvement,Feedback 2626
name_2627,80,Good,Feedback 2627
name_2628,17,Needs Improvement,Feedback 2628
name_2629,46,Excellent,Feedback 2629
name_2630,83,Good,Feedback 2630
name_2631,11,Needs Improvement,Feedback 2631
name_2632,36,Excellent,Feedback 2632
name_2633,87,Excellent,Feedback 2633
name_2634,54,Excellent,Feedback 2634
name_2635,95,Good,Feedback 2635
name_2636,38,Excellent,Feedback 2636
name_2637,77,Excellent,Feedback 2637
name_2638,44,Excellent,Feedback 2638
name_2639,54,Needs Improvement,Feedback 2639
name_2640,75,Excellent,Feedback 2640
name_2641,69,Needs Improvement,Feedback 2641
name_2642,92,Good,Feedback 2642
name_2643,15,Needs Improvement,Feedback 2643
name_2644,74,Needs Improvement,Feedback 2644
name_2645,6,Needs Improvement,Feedback 2645
name_2646,62,Needs Improvement,Feedback 2646
name_2647,18,Excellent,Feedback 2647
name_2648,83,Good,Feedback 2648
name_2649,72,Needs Improvement,Feedback 2649
name_2650,1,Needs Improvement,Feedback 2650
name_2651,55,Needs Improvement,Feedback 2651
name_2652,62,Needs Improvement,Feedback 2652
name_2653,72,Needs Improvement,Feedback 2653
name_2654,14,Excellent,Feedback 2654
name_2655,49,Excellent,Feedback 2655
name_2656,68,Good,Feedback 2656
name_2657,51,Good,Feedback 2657
name_2658,53,Good,Feedback 2658
name_2659,32,Excellent,Feedback 2659
name_2660,66,Excellent,Feedback 2660
name_2661,55,Excellent,Feedback 2661
name_2662,74,Needs Improvement,Feedback 2662
name_2663,56,Good,Feedback 2663
name_2664,75,Excellent,Feedback 2664
name_2665,94,Needs Improvement,Feedback 2665
name_2666,15,Needs Improvement,Feedback 2666
name_2667,24,Excellent,Feedback 2667
name_2668,31,Excellent,Feedback 2668
name_2669,2,Needs Improvement,Feedback 2669
name_2670,23,Good,Feedback 2670
name_2671,6,Good,Feedback 2671
name_2672,71,Excellent,Feedback 2672
name_2673,52,Excellent,Feedback 2673
name_2674,78,Excellent,Feedback 2674
name_2675,81,Good,Feedback 2675
name_2676,81,Needs Improvement,Feedback 2676
name_2677,62,Excellent,Feedback 2677
name_2678,89,Excellent,Feedback 2678
name_2679,65,Needs Improvement,Feedback 2679
name_2680,39,Good,Feedback 2680
name_2681,81,Excellent,Feedback 2681
name_2682,68,Good,Feedback 2682
name_2683,1,Good,Feedback 2683
name_2684,77,Excellent,Feedback 2684
name_2685,97,Needs Improvement,Feedback 2685
name_2686,14,Needs Improvement,Feedback 2686
name_2687,54,Needs Improvement,Feedback 2687
name_2688,51,Excellent,Feedback 2688
name_2689,95,Good,Feedback 2689
name_2690,28,Good,Feedback 2690
name_2691,40,Needs Improvement,Feedback 2691
name_2692,10,Excellent,Feedback 2692
name_2693,76,Excellent,Feedback 2693
name_2694,92,Excellent,Feedback 2694
name_2695,93,Needs Improvement,Feedback 2695
name_2696,13,Excellent,Feedback 2696
name_2697,61,Needs Improvement,Feedback 2697
name_2698,40,Good,Feedback 2698
name_2699,4,Needs Improvement,Feedback 2699
name_2700,80,Needs Improvement,Feedback 2700
name_2701,55,Needs Improvement,Feedback 2701
name_2702,64,Excellent,Feedback 2702
name_2703,60,Needs Improvement,Feedback 2703
name_2704,38,Good,Feedback 2704
name_2705,47,Excellent,Feedback 2705
name_2706,87,Good,Feedback 2706
name_2707,16,Good,Feedback 2707
name_2708,21,Good,Feedback 2708
name_2709,93,Good,Feedback 2709
name_2710,2,Good,Feedback 2710
name_2711,59,Excellent,Feedback 2711
name_2712,93,Needs Improvement,Feedback 2712
name_2713,71,Excellent,Feedback 2713
name_2714,82,Good,Feedback 2714
name_2715,97,Needs Improvement,Feedback 2715
name_2716,10,Needs Improvement,Feedback 2716
name_2717,95,Excellent,Feedback 2717
name_2718,64,Needs Improvement,Feedback 2718
name_2719,38,Needs Improvement,Feedback 2719
name_2720,85,Excellent,Feedback 2720
name_2721,69,Good,Feedback 2721
name_2722,60,Excellent,Feedback 2722
name_2723,49,Needs Improvement,Feedback 2723
name_2724,83,Excellent,Feedback 2724
name_2725,12,Good,Feedback 2725
name_2726,89,Excellent,Feedback 2726
name_2727,11,Needs Improvement,Feedback 2727
name_2728,56,Good,Feedback 2728
name_2729,54,Excellent,Feedback 2729
name_2730,95,Excellent,Feedback 2730
name_2731,33,Good,Feedback 2731
name_2732,24,Excellent,Feedback 2732
name_2733,59,Needs Improvement,Feedback 2733
name_2734,18,Excellent,Feedback 2734
name_2735,41,Excellent,Feedback 2735
name_2736,72,Needs Improvement,Feedback 2736
name_2737,38,Excellent,Feedback 2737
name_2738,75,Needs Improvement,Feedback 2738
name_2739,30,Excellent,Feedback 2739
name_2740,79,Good,Feedback 2740
name_2741,38,Needs Improvement,Feedback 2741
name_2742,64,Needs Improvement,Feedback 2742
name_2743,26,Good,Feedback 2743
name_2744,50,Excellent,Feedback 2744
name_2745,70,Needs Improvement,Feedback 2745
name_2746,20,Excellent,Feedback 2746
name_2747,1,Needs Improvement,Feedback 2747
name_2748,52,Excellent,Feedback 2748
name_2749,36,Good,Feedback 2749
name_2750,97,Good,Feedback 2750
name_2751,95,Excellent,Feedback 2751
name_2752,23,Needs Improvement,Feedback 2752
name_2753,97,Needs Improvement,Feedback 2753
name_2754,19,Excellent,Feedback 2754
name_2755,15,Needs Improvement,Feedback 2755
name_2756,18,Needs Improvement,Feedback 2756
name_2757,58,Good,Feedback 2757
name_2758,13,Needs Improvement,Feedback 2758
name_2759,6,Good,Feedback 2759
name_2760,7,Good,Feedback 2760
name_2761,97,Needs Improvement,Feedback 2761
name_2762,28,Needs Improvement,Feedback 2762
name_2763,90,Needs Improvement,Feedback 2763
name_2764,16,Good,Feedback 2764
name_2765,72,Excellent,Feedback 2765
name_2766,87,Needs Improvement,Feedback 2766
name_2767,30,Excellent,Feedback 2767
name_2768,37,Needs Improvement,Feedback 2768
name_2769,17,Needs Improvement,Feedback 2769
name_2770,71,Good,Feedback 2770
name_2771,32,Good,Feedback 2771
name_2772,80,Excellent,Feedback 2772
name_2773,48,Excellent,Feedback 2773
name_2774,9,Excellent,Feedback 2774
name_2775,82,Needs Improvement,Feedback 2775
name_2776,16,Needs Improvement,Feedback 2776
name_2777,90,Needs Improvement,Feedback 2777
name_2778,51,Needs Improvement,Feedback 2778
name_2779,23,Good,Feedback 2779
name_2780,91,Good,Feedback 2780
name_2781,27,Good,Feedback 2781
name_2782,70,Good,Feedback 2782
name_2783,59,Needs Improvement,Feedback 2783
